"word_lex_0";"word_form_0";"word_gramm_0";"word_pos_0";"freq";"freq_CI_bottom";"freq_CI_upper";"ipm";"ipm_CI_bottom";"ipm_CI_upper";"hits";"hits_CI_bottom";"hits_CI_upper"
"вид";"вида";"S,gen,inan,m,sg";"S";"4.5e-05";"3.363331991454816e-05";"6.020791958494617e-05";"45.0";"33.63331991454816";"60.207919584946175";"17526.218085";"13099.219994332103";"23449.269535331317"
"дом";"домов";"S,gen,inan,m,pl";"S";"4.5e-05";"3.363331991454816e-05";"6.020791958494617e-05";"45.0";"33.63331991454816";"60.207919584946175";"17526.218085";"13099.219994332103";"23449.269535331317"
"командир";"командир";"S,anim,m,nom,sg";"S";"4.5e-05";"3.363331991454816e-05";"6.020791958494617e-05";"45.0";"33.63331991454816";"60.207919584946175";"17526.218085";"13099.219994332103";"23449.269535331317"
"конец";"концу";"S,dat,inan,m,sg";"S";"4.5e-05";"3.363331991454816e-05";"6.020791958494617e-05";"45.0";"33.63331991454816";"60.207919584946175";"17526.218085";"13099.219994332103";"23449.269535331317"
"король";"король";"S,anim,m,nom,sg";"S";"4.5e-05";"3.363331991454816e-05";"6.020791958494617e-05";"45.0";"33.63331991454816";"60.207919584946175";"17526.218085";"13099.219994332103";"23449.269535331317"
"мужчина";"мужчина";"S,anim,m,nom,sg";"S";"4.5e-05";"3.363331991454816e-05";"6.020791958494617e-05";"45.0";"33.63331991454816";"60.207919584946175";"17526.218085";"13099.219994332103";"23449.269535331317"
"полковник";"полковник";"S,anim,m,nom,sg";"S";"4.5e-05";"3.363331991454816e-05";"6.020791958494617e-05";"45.0";"33.63331991454816";"60.207919584946175";"17526.218085";"13099.219994332103";"23449.269535331317"
"театр";"театр";"S,inan,m,nom,sg";"S";"4.5e-05";"3.363331991454816e-05";"6.020791958494617e-05";"45.0";"33.63331991454816";"60.207919584946175";"17526.218085";"13099.219994332103";"23449.269535331317"
"хлеб";"хлеб";"S,acc,inan,m,sg";"S";"4.5e-05";"3.363331991454816e-05";"6.020791958494617e-05";"45.0";"33.63331991454816";"60.207919584946175";"17526.218085";"13099.219994332103";"23449.269535331317"
"видеть";"видим";"V,1p,act,indic,ipf,pl,praes,tran";"V";"4.5e-05";"3.363331991454816e-05";"6.020791958494617e-05";"45.0";"33.63331991454816";"60.207919584946175";"17526.218085";"13099.219994332103";"23449.269535331317"
"господин";"г";"S,abbr";"S";"4.5e-05";"3.363331991454816e-05";"6.020791958494617e-05";"45.0";"33.63331991454816";"60.207919584946175";"17526.218085";"13099.219994332103";"23449.269535331317"
"наверно";"наверно";"PARENTH";"PARENTH";"4.5e-05";"3.363331991454816e-05";"6.020791958494617e-05";"45.0";"33.63331991454816";"60.207919584946175";"17526.218085";"13099.219994332103";"23449.269535331317"
"край";"края";"S,gen,inan,m,sg";"S";"4.5e-05";"3.363331991454816e-05";"6.020791958494617e-05";"45.0";"33.63331991454816";"60.207919584946175";"17526.218085";"13099.219994332103";"23449.269535331317"
"крестьянин";"крестьяне";"S,anim,m,nom,pl";"S";"4.5e-05";"3.363331991454816e-05";"6.020791958494617e-05";"45.0";"33.63331991454816";"60.207919584946175";"17526.218085";"13099.219994332103";"23449.269535331317"
"работа";"работе";"S,dat,f,inan,sg";"S";"4.5e-05";"3.363331991454816e-05";"6.020791958494617e-05";"45.0";"33.63331991454816";"60.207919584946175";"17526.218085";"13099.219994332103";"23449.269535331317"
"старуха";"старуха";"S,anim,f,nom,sg";"S";"4.5e-05";"3.363331991454816e-05";"6.020791958494617e-05";"45.0";"33.63331991454816";"60.207919584946175";"17526.218085";"13099.219994332103";"23449.269535331317"
"век";"в";"S,abbr";"S";"4.5e-05";"3.363331991454816e-05";"6.020791958494617e-05";"45.0";"33.63331991454816";"60.207919584946175";"17526.218085";"13099.219994332103";"23449.269535331317"
"буквально";"буквально";"ADV";"ADV";"4.4e-05";"3.2778663755529236e-05";"5.906258342713558e-05";"44.0";"32.77866375552924";"59.062583427135586";"17136.746572";"12766.355766984234";"23003.19372905522"
"вечно";"вечно";"ADV";"ADV";"4.4e-05";"3.2778663755529236e-05";"5.906258342713558e-05";"44.0";"32.77866375552924";"59.062583427135586";"17136.746572";"12766.355766984234";"23003.19372905522"
"войти";"вошли";"V,act,indic,intr,pf,pl,praet";"V";"4.4e-05";"3.2778663755529236e-05";"5.906258342713558e-05";"44.0";"32.77866375552924";"59.062583427135586";"17136.746572";"12766.355766984234";"23003.19372905522"
"всюду";"всюду";"ADVPRO";"ADVPRO";"4.4e-05";"3.2778663755529236e-05";"5.906258342713558e-05";"44.0";"32.77866375552924";"59.062583427135586";"17136.746572";"12766.355766984234";"23003.19372905522"
"всякий";"всяких";"APRO,gen,pl";"APRO";"4.4e-05";"3.2778663755529236e-05";"5.906258342713558e-05";"44.0";"32.77866375552924";"59.062583427135586";"17136.746572";"12766.355766984234";"23003.19372905522"
"играть";"играл";"V,act,indic,intr,ipf,m,praet,sg";"V";"4.4e-05";"3.2778663755529236e-05";"5.906258342713558e-05";"44.0";"32.77866375552924";"59.062583427135586";"17136.746572";"12766.355766984234";"23003.19372905522"
"какой";"какое";"APRO,acc,n,sg";"APRO";"4.4e-05";"3.2778663755529236e-05";"5.906258342713558e-05";"44.0";"32.77866375552924";"59.062583427135586";"17136.746572";"12766.355766984234";"23003.19372905522"
"который";"которой";"APRO,f,ins,sg";"APRO";"4.4e-05";"3.2778663755529236e-05";"5.906258342713558e-05";"44.0";"32.77866375552924";"59.062583427135586";"17136.746572";"12766.355766984234";"23003.19372905522"
"лежать";"лежала";"V,act,f,indic,intr,ipf,praet,sg";"V";"4.4e-05";"3.2778663755529236e-05";"5.906258342713558e-05";"44.0";"32.77866375552924";"59.062583427135586";"17136.746572";"12766.355766984234";"23003.19372905522"
"мысль";"мысли";"S,acc,f,inan,pl";"S";"4.4e-05";"3.2778663755529236e-05";"5.906258342713558e-05";"44.0";"32.77866375552924";"59.062583427135586";"17136.746572";"12766.355766984234";"23003.19372905522"
"наш";"наших";"APRO,loc,pl";"APRO";"4.4e-05";"3.2778663755529236e-05";"5.906258342713558e-05";"44.0";"32.77866375552924";"59.062583427135586";"17136.746572";"12766.355766984234";"23003.19372905522"
"нечто";"нечто";"SPRO,inan,n,nom,sg";"SPRO";"4.4e-05";"3.2778663755529236e-05";"5.906258342713558e-05";"44.0";"32.77866375552924";"59.062583427135586";"17136.746572";"12766.355766984234";"23003.19372905522"
"огонь";"огонь";"S,acc,inan,m,sg";"S";"4.4e-05";"3.2778663755529236e-05";"5.906258342713558e-05";"44.0";"32.77866375552924";"59.062583427135586";"17136.746572";"12766.355766984234";"23003.19372905522"
"отношение";"отношению";"S,dat,inan,n,sg";"S";"4.4e-05";"3.2778663755529236e-05";"5.906258342713558e-05";"44.0";"32.77866375552924";"59.062583427135586";"17136.746572";"12766.355766984234";"23003.19372905522"
"положение";"положения";"S,gen,inan,n,sg";"S";"4.4e-05";"3.2778663755529236e-05";"5.906258342713558e-05";"44.0";"32.77866375552924";"59.062583427135586";"17136.746572";"12766.355766984234";"23003.19372905522"
"появиться";"появился";"V,indic,intr,m,med,pf,praet,sg";"V";"4.4e-05";"3.2778663755529236e-05";"5.906258342713558e-05";"44.0";"32.77866375552924";"59.062583427135586";"17136.746572";"12766.355766984234";"23003.19372905522"
"правда";"правду";"S,acc,f,inan,sg";"S";"4.4e-05";"3.2778663755529236e-05";"5.906258342713558e-05";"44.0";"32.77866375552924";"59.062583427135586";"17136.746572";"12766.355766984234";"23003.19372905522"
"предприятие";"предприятий";"S,gen,inan,n,pl";"S";"4.4e-05";"3.2778663755529236e-05";"5.906258342713558e-05";"44.0";"32.77866375552924";"59.062583427135586";"17136.746572";"12766.355766984234";"23003.19372905522"
"советский";"советских";"A,gen,pl,plen";"A";"4.4e-05";"3.2778663755529236e-05";"5.906258342713558e-05";"44.0";"32.77866375552924";"59.062583427135586";"17136.746572";"12766.355766984234";"23003.19372905522"
"специально";"специально";"ADV";"ADV";"4.4e-05";"3.2778663755529236e-05";"5.906258342713558e-05";"44.0";"32.77866375552924";"59.062583427135586";"17136.746572";"12766.355766984234";"23003.19372905522"
"то";"тѣмъ";"SPRO,inan,ins,n,sg";"SPRO";"4.4e-05";"3.2778663755529236e-05";"5.906258342713558e-05";"44.0";"32.77866375552924";"59.062583427135586";"17136.746572";"12766.355766984234";"23003.19372905522"
"ф.";"ф";"INIT,abbr,patrn";"INIT";"4.4e-05";"3.2778663755529236e-05";"5.906258342713558e-05";"44.0";"32.77866375552924";"59.062583427135586";"17136.746572";"12766.355766984234";"23003.19372905522"
"фон";"фоне";"S,inan,loc,m,sg";"S";"4.4e-05";"3.2778663755529236e-05";"5.906258342713558e-05";"44.0";"32.77866375552924";"59.062583427135586";"17136.746572";"12766.355766984234";"23003.19372905522"
"чувство";"чувство";"S,acc,inan,n,sg";"S";"4.4e-05";"3.2778663755529236e-05";"5.906258342713558e-05";"44.0";"32.77866375552924";"59.062583427135586";"17136.746572";"12766.355766984234";"23003.19372905522"
"вряд";"вряд";"ADV";"ADV";"4.4e-05";"3.2778663755529236e-05";"5.906258342713558e-05";"44.0";"32.77866375552924";"59.062583427135586";"17136.746572";"12766.355766984234";"23003.19372905522"
"дорога";"дороге";"S,f,inan,loc,sg";"S";"4.4e-05";"3.2778663755529236e-05";"5.906258342713558e-05";"44.0";"32.77866375552924";"59.062583427135586";"17136.746572";"12766.355766984234";"23003.19372905522"
"идти";"иду";"V,1p,act,indic,intr,ipf,praes,sg";"V";"4.4e-05";"3.2778663755529236e-05";"5.906258342713558e-05";"44.0";"32.77866375552924";"59.062583427135586";"17136.746572";"12766.355766984234";"23003.19372905522"
"наука";"наука";"S,f,inan,nom,sg";"S";"4.4e-05";"3.2778663755529236e-05";"5.906258342713558e-05";"44.0";"32.77866375552924";"59.062583427135586";"17136.746572";"12766.355766984234";"23003.19372905522"
"начаться";"началась";"V,f,indic,intr,med,pf,praet,sg";"V";"4.4e-05";"3.2778663755529236e-05";"5.906258342713558e-05";"44.0";"32.77866375552924";"59.062583427135586";"17136.746572";"12766.355766984234";"23003.19372905522"
"один";"одним";"ANUM,ins,n,sg";"ANUM";"4.4e-05";"3.2778663755529236e-05";"5.906258342713558e-05";"44.0";"32.77866375552924";"59.062583427135586";"17136.746572";"12766.355766984234";"23003.19372905522"
"отец";"отцу";"S,anim,dat,m,sg";"S";"4.4e-05";"3.2778663755529236e-05";"5.906258342713558e-05";"44.0";"32.77866375552924";"59.062583427135586";"17136.746572";"12766.355766984234";"23003.19372905522"
"причина";"причине";"S,dat,f,inan,sg";"S";"4.4e-05";"3.2778663755529236e-05";"5.906258342713558e-05";"44.0";"32.77866375552924";"59.062583427135586";"17136.746572";"12766.355766984234";"23003.19372905522"
"разный";"разных";"A,loc,pl,plen";"A";"4.4e-05";"3.2778663755529236e-05";"5.906258342713558e-05";"44.0";"32.77866375552924";"59.062583427135586";"17136.746572";"12766.355766984234";"23003.19372905522"
"сделать";"сделано";"V,brev,n,partcp,pass,pf,praet,sg,tran";"V";"4.4e-05";"3.2778663755529236e-05";"5.906258342713558e-05";"44.0";"32.77866375552924";"59.062583427135586";"17136.746572";"12766.355766984234";"23003.19372905522"
"спросить";"спросить";"V,act,inf,pf,tran";"V";"4.4e-05";"3.2778663755529236e-05";"5.906258342713558e-05";"44.0";"32.77866375552924";"59.062583427135586";"17136.746572";"12766.355766984234";"23003.19372905522"
"третий";"третий";"ANUM,acc,inan,m,sg";"ANUM";"4.4e-05";"3.2778663755529236e-05";"5.906258342713558e-05";"44.0";"32.77866375552924";"59.062583427135586";"17136.746572";"12766.355766984234";"23003.19372905522"
"миллион";"млн";"S,abbr";"S";"4.4e-05";"3.2778663755529236e-05";"5.906258342713558e-05";"44.0";"32.77866375552924";"59.062583427135586";"17136.746572";"12766.355766984234";"23003.19372905522"
"слышать";"слышал";"V,act,indic,ipf,m,praet,sg,tran";"V";"4.4e-05";"3.2778663755529236e-05";"5.906258342713558e-05";"44.0";"32.77866375552924";"59.062583427135586";"17136.746572";"12766.355766984234";"23003.19372905522"
"товарищ";"товарищи";"S,anim,m,nom,pl";"S";"4.4e-05";"3.2778663755529236e-05";"5.906258342713558e-05";"44.0";"32.77866375552924";"59.062583427135586";"17136.746572";"12766.355766984234";"23003.19372905522"
"президент";"президента";"S,anim,gen,m,sg";"S";"4.4e-05";"3.2778663755529236e-05";"5.906258342713558e-05";"44.0";"32.77866375552924";"59.062583427135586";"17136.746572";"12766.355766984234";"23003.19372905522"
"лошадь";"лошадей";"S,acc,anim,f,pl";"S";"4.4e-05";"3.2778663755529236e-05";"5.906258342713558e-05";"44.0";"32.77866375552924";"59.062583427135586";"17136.746572";"12766.355766984234";"23003.19372905522"
"маша";"маша";"S,anim,f,nom,persn,sg";"S";"4.4e-05";"3.2778663755529236e-05";"5.906258342713558e-05";"44.0";"32.77866375552924";"59.062583427135586";"17136.746572";"12766.355766984234";"23003.19372905522"
"большой";"большой";"A,f,gen,plen,sg";"A";"4.3e-05";"3.192563331756281e-05";"5.791562154827249e-05";"43.0";"31.925633317562813";"57.91562154827249";"16747.275059";"12434.124711674398";"22556.48475074109"
"брат";"брата";"S,anim,gen,m,sg";"S";"4.3e-05";"3.192563331756281e-05";"5.791562154827249e-05";"43.0";"31.925633317562813";"57.91562154827249";"16747.275059";"12434.124711674398";"22556.48475074109"
"бывший";"бывший";"A,m,nom,plen,sg";"A";"4.3e-05";"3.192563331756281e-05";"5.791562154827249e-05";"43.0";"31.925633317562813";"57.91562154827249";"16747.275059";"12434.124711674398";"22556.48475074109"
"верить";"верить";"V,act,inf,intr,ipf";"V";"4.3e-05";"3.192563331756281e-05";"5.791562154827249e-05";"43.0";"31.925633317562813";"57.91562154827249";"16747.275059";"12434.124711674398";"22556.48475074109"
"взять";"возьми";"V,2p,act,imper,pf,sg,tran";"V";"4.3e-05";"3.192563331756281e-05";"5.791562154827249e-05";"43.0";"31.925633317562813";"57.91562154827249";"16747.275059";"12434.124711674398";"22556.48475074109"
"воздух";"воздух";"S,inan,m,nom,sg";"S";"4.3e-05";"3.192563331756281e-05";"5.791562154827249e-05";"43.0";"31.925633317562813";"57.91562154827249";"16747.275059";"12434.124711674398";"22556.48475074109"
"высоко";"высоко";"ADV";"ADV";"4.3e-05";"3.192563331756281e-05";"5.791562154827249e-05";"43.0";"31.925633317562813";"57.91562154827249";"16747.275059";"12434.124711674398";"22556.48475074109"
"давать";"дают";"V,3p,act,indic,ipf,pl,praes,tran";"V";"4.3e-05";"3.192563331756281e-05";"5.791562154827249e-05";"43.0";"31.925633317562813";"57.91562154827249";"16747.275059";"12434.124711674398";"22556.48475074109"
"два";"два";"NUM,n,nom";"NUM";"4.3e-05";"3.192563331756281e-05";"5.791562154827249e-05";"43.0";"31.925633317562813";"57.91562154827249";"16747.275059";"12434.124711674398";"22556.48475074109"
"друг";"друзей";"S,anim,gen,m,pl";"S";"4.3e-05";"3.192563331756281e-05";"5.791562154827249e-05";"43.0";"31.925633317562813";"57.91562154827249";"16747.275059";"12434.124711674398";"22556.48475074109"
"дух";"дух";"S,inan,m,nom,sg";"S";"4.3e-05";"3.192563331756281e-05";"5.791562154827249e-05";"43.0";"31.925633317562813";"57.91562154827249";"16747.275059";"12434.124711674398";"22556.48475074109"
"каждый";"каждом";"APRO,loc,m,sg";"APRO";"4.3e-05";"3.192563331756281e-05";"5.791562154827249e-05";"43.0";"31.925633317562813";"57.91562154827249";"16747.275059";"12434.124711674398";"22556.48475074109"
"коли";"коли";"CONJ";"CONJ";"4.3e-05";"3.192563331756281e-05";"5.791562154827249e-05";"43.0";"31.925633317562813";"57.91562154827249";"16747.275059";"12434.124711674398";"22556.48475074109"
"лицо";"лицу";"S,dat,inan,n,sg";"S";"4.3e-05";"3.192563331756281e-05";"5.791562154827249e-05";"43.0";"31.925633317562813";"57.91562154827249";"16747.275059";"12434.124711674398";"22556.48475074109"
"муж";"мужа";"S,anim,gen,m,sg";"S";"4.3e-05";"3.192563331756281e-05";"5.791562154827249e-05";"43.0";"31.925633317562813";"57.91562154827249";"16747.275059";"12434.124711674398";"22556.48475074109"
"нога";"ногах";"S,f,inan,loc,pl";"S";"4.3e-05";"3.192563331756281e-05";"5.791562154827249e-05";"43.0";"31.925633317562813";"57.91562154827249";"16747.275059";"12434.124711674398";"22556.48475074109"
"оставить";"оставить";"V,act,inf,pf,tran";"V";"4.3e-05";"3.192563331756281e-05";"5.791562154827249e-05";"43.0";"31.925633317562813";"57.91562154827249";"16747.275059";"12434.124711674398";"22556.48475074109"
"отношение";"отношения";"S,acc,inan,n,pl";"S";"4.3e-05";"3.192563331756281e-05";"5.791562154827249e-05";"43.0";"31.925633317562813";"57.91562154827249";"16747.275059";"12434.124711674398";"22556.48475074109"
"палец";"пальцами";"S,inan,ins,m,pl";"S";"4.3e-05";"3.192563331756281e-05";"5.791562154827249e-05";"43.0";"31.925633317562813";"57.91562154827249";"16747.275059";"12434.124711674398";"22556.48475074109"
"палец";"пальцем";"S,inan,ins,m,sg";"S";"4.3e-05";"3.192563331756281e-05";"5.791562154827249e-05";"43.0";"31.925633317562813";"57.91562154827249";"16747.275059";"12434.124711674398";"22556.48475074109"
"плохой";"хуже";"A,comp";"A";"4.3e-05";"3.192563331756281e-05";"5.791562154827249e-05";"43.0";"31.925633317562813";"57.91562154827249";"16747.275059";"12434.124711674398";"22556.48475074109"
"полный";"полная";"A,f,nom,plen,sg";"A";"4.3e-05";"3.192563331756281e-05";"5.791562154827249e-05";"43.0";"31.925633317562813";"57.91562154827249";"16747.275059";"12434.124711674398";"22556.48475074109"
"помощь";"помощи";"S,f,gen,inan,sg";"S";"4.3e-05";"3.192563331756281e-05";"5.791562154827249e-05";"43.0";"31.925633317562813";"57.91562154827249";"16747.275059";"12434.124711674398";"22556.48475074109"
"понимать";"понимать";"V,act,inf,ipf,tran";"V";"4.3e-05";"3.192563331756281e-05";"5.791562154827249e-05";"43.0";"31.925633317562813";"57.91562154827249";"16747.275059";"12434.124711674398";"22556.48475074109"
"поставить";"поставить";"V,act,inf,pf,tran";"V";"4.3e-05";"3.192563331756281e-05";"5.791562154827249e-05";"43.0";"31.925633317562813";"57.91562154827249";"16747.275059";"12434.124711674398";"22556.48475074109"
"право";"право";"S,inan,n,nom,sg";"S";"4.3e-05";"3.192563331756281e-05";"5.791562154827249e-05";"43.0";"31.925633317562813";"57.91562154827249";"16747.275059";"12434.124711674398";"22556.48475074109"
"предложить";"предложил";"V,act,indic,intr,m,pf,praet,sg,tran";"V";"4.3e-05";"3.192563331756281e-05";"5.791562154827249e-05";"43.0";"31.925633317562813";"57.91562154827249";"16747.275059";"12434.124711674398";"22556.48475074109"
"председатель";"председатель";"S,anim,m,nom,sg";"S";"4.3e-05";"3.192563331756281e-05";"5.791562154827249e-05";"43.0";"31.925633317562813";"57.91562154827249";"16747.275059";"12434.124711674398";"22556.48475074109"
"программа";"программы";"S,f,gen,inan,sg";"S";"4.3e-05";"3.192563331756281e-05";"5.791562154827249e-05";"43.0";"31.925633317562813";"57.91562154827249";"16747.275059";"12434.124711674398";"22556.48475074109"
"самый";"самую";"APRO,acc,f,sg";"APRO";"4.3e-05";"3.192563331756281e-05";"5.791562154827249e-05";"43.0";"31.925633317562813";"57.91562154827249";"16747.275059";"12434.124711674398";"22556.48475074109"
"свой";"своею";"APRO,f,ins,sg";"APRO";"4.3e-05";"3.192563331756281e-05";"5.791562154827249e-05";"43.0";"31.925633317562813";"57.91562154827249";"16747.275059";"12434.124711674398";"22556.48475074109"
"спать";"спал";"V,act,indic,intr,ipf,m,praet,sg";"V";"4.3e-05";"3.192563331756281e-05";"5.791562154827249e-05";"43.0";"31.925633317562813";"57.91562154827249";"16747.275059";"12434.124711674398";"22556.48475074109"
"условие";"условий";"S,gen,inan,n,pl";"S";"4.3e-05";"3.192563331756281e-05";"5.791562154827249e-05";"43.0";"31.925633317562813";"57.91562154827249";"16747.275059";"12434.124711674398";"22556.48475074109"
"хватать";"хватает";"V,3p,act,indic,intr,ipf,praes,sg";"V";"4.3e-05";"3.192563331756281e-05";"5.791562154827249e-05";"43.0";"31.925633317562813";"57.91562154827249";"16747.275059";"12434.124711674398";"22556.48475074109"
"хороший";"хороший";"A,m,nom,plen,sg";"A";"4.3e-05";"3.192563331756281e-05";"5.791562154827249e-05";"43.0";"31.925633317562813";"57.91562154827249";"16747.275059";"12434.124711674398";"22556.48475074109"
"чисто";"чисто";"ADV";"ADV";"4.3e-05";"3.192563331756281e-05";"5.791562154827249e-05";"43.0";"31.925633317562813";"57.91562154827249";"16747.275059";"12434.124711674398";"22556.48475074109"
"что";"чего";"ADVPRO";"ADVPRO";"4.3e-05";"3.192563331756281e-05";"5.791562154827249e-05";"43.0";"31.925633317562813";"57.91562154827249";"16747.275059";"12434.124711674398";"22556.48475074109"
"что-то";"чего-то";"SPRO,gen,inan,n,sg";"SPRO";"4.3e-05";"3.192563331756281e-05";"5.791562154827249e-05";"43.0";"31.925633317562813";"57.91562154827249";"16747.275059";"12434.124711674398";"22556.48475074109"
"большой";"большого";"A,gen,m,plen,sg";"A";"4.3e-05";"3.192563331756281e-05";"5.791562154827249e-05";"43.0";"31.925633317562813";"57.91562154827249";"16747.275059";"12434.124711674398";"22556.48475074109"
"другой";"другому";"APRO,dat,m,sg";"APRO";"4.3e-05";"3.192563331756281e-05";"5.791562154827249e-05";"43.0";"31.925633317562813";"57.91562154827249";"16747.275059";"12434.124711674398";"22556.48475074109"
"жить";"жила";"V,act,f,indic,intr,ipf,praet,sg";"V";"4.3e-05";"3.192563331756281e-05";"5.791562154827249e-05";"43.0";"31.925633317562813";"57.91562154827249";"16747.275059";"12434.124711674398";"22556.48475074109"
"многое";"многое";"SPRO,acc,inan,n,sg";"SPRO";"4.3e-05";"3.192563331756281e-05";"5.791562154827249e-05";"43.0";"31.925633317562813";"57.91562154827249";"16747.275059";"12434.124711674398";"22556.48475074109"
"новый";"новое";"A,acc,n,plen,sg";"A";"4.3e-05";"3.192563331756281e-05";"5.791562154827249e-05";"43.0";"31.925633317562813";"57.91562154827249";"16747.275059";"12434.124711674398";"22556.48475074109"
"объяснить";"объяснил";"V,act,indic,m,pf,praet,sg,tran";"V";"4.3e-05";"3.192563331756281e-05";"5.791562154827249e-05";"43.0";"31.925633317562813";"57.91562154827249";"16747.275059";"12434.124711674398";"22556.48475074109"
"понимать";"понимает";"V,3p,act,indic,ipf,praes,sg,tran";"V";"4.3e-05";"3.192563331756281e-05";"5.791562154827249e-05";"43.0";"31.925633317562813";"57.91562154827249";"16747.275059";"12434.124711674398";"22556.48475074109"
"поэт";"поэта";"S,anim,gen,m,sg";"S";"4.3e-05";"3.192563331756281e-05";"5.791562154827249e-05";"43.0";"31.925633317562813";"57.91562154827249";"16747.275059";"12434.124711674398";"22556.48475074109"
"случай";"случай";"S,inan,m,nom,sg";"S";"4.3e-05";"3.192563331756281e-05";"5.791562154827249e-05";"43.0";"31.925633317562813";"57.91562154827249";"16747.275059";"12434.124711674398";"22556.48475074109"
"тяжело";"тяжело";"ADV";"ADV";"4.3e-05";"3.192563331756281e-05";"5.791562154827249e-05";"43.0";"31.925633317562813";"57.91562154827249";"16747.275059";"12434.124711674398";"22556.48475074109"
"человечество";"человечества";"S,gen,inan,n,sg";"S";"4.3e-05";"3.192563331756281e-05";"5.791562154827249e-05";"43.0";"31.925633317562813";"57.91562154827249";"16747.275059";"12434.124711674398";"22556.48475074109"
"батюшка";"батюшка";"S,anim,m,nom,sg";"S";"4.3e-05";"3.192563331756281e-05";"5.791562154827249e-05";"43.0";"31.925633317562813";"57.91562154827249";"16747.275059";"12434.124711674398";"22556.48475074109"
"игра";"игра";"S,f,inan,nom,sg";"S";"4.3e-05";"3.192563331756281e-05";"5.791562154827249e-05";"43.0";"31.925633317562813";"57.91562154827249";"16747.275059";"12434.124711674398";"22556.48475074109"
"шесть";"шесть";"NUM,acc";"NUM";"4.3e-05";"3.192563331756281e-05";"5.791562154827249e-05";"43.0";"31.925633317562813";"57.91562154827249";"16747.275059";"12434.124711674398";"22556.48475074109"
"провести";"провести";"V,act,inf,pf,tran";"V";"4.3e-05";"3.192563331756281e-05";"5.791562154827249e-05";"43.0";"31.925633317562813";"57.91562154827249";"16747.275059";"12434.124711674398";"22556.48475074109"
"большой";"большим";"A,ins,m,plen,sg";"A";"4.2e-05";"3.1074284396607644e-05";"5.676697815239814e-05";"42.0";"31.074284396607645";"56.766978152398146";"16357.803546000001";"12102.548559339071";"22109.12086945245"
"броситься";"бросился";"V,indic,intr,m,med,pf,praet,sg";"V";"4.2e-05";"3.1074284396607644e-05";"5.676697815239814e-05";"42.0";"31.074284396607645";"56.766978152398146";"16357.803546000001";"12102.548559339071";"22109.12086945245"
"весь";"всем";"APRO,loc,n,sg";"APRO";"4.2e-05";"3.1074284396607644e-05";"5.676697815239814e-05";"42.0";"31.074284396607645";"56.766978152398146";"16357.803546000001";"12102.548559339071";"22109.12086945245"
"вино";"вина";"S,gen,inan,n,sg";"S";"4.2e-05";"3.1074284396607644e-05";"5.676697815239814e-05";"42.0";"31.074284396607645";"56.766978152398146";"16357.803546000001";"12102.548559339071";"22109.12086945245"
"всякий";"всякого";"APRO,gen,m,sg";"APRO";"4.2e-05";"3.1074284396607644e-05";"5.676697815239814e-05";"42.0";"31.074284396607645";"56.766978152398146";"16357.803546000001";"12102.548559339071";"22109.12086945245"
"выше";"выше";"ADV,comp";"ADV";"4.2e-05";"3.1074284396607644e-05";"5.676697815239814e-05";"42.0";"31.074284396607645";"56.766978152398146";"16357.803546000001";"12102.548559339071";"22109.12086945245"
"двадцать";"двадцать";"NUM,nom";"NUM";"4.2e-05";"3.1074284396607644e-05";"5.676697815239814e-05";"42.0";"31.074284396607645";"56.766978152398146";"16357.803546000001";"12102.548559339071";"22109.12086945245"
"иван";"ивана";"S,anim,gen,m,persn,sg";"S";"4.2e-05";"3.1074284396607644e-05";"5.676697815239814e-05";"42.0";"31.074284396607645";"56.766978152398146";"16357.803546000001";"12102.548559339071";"22109.12086945245"
"когда-нибудь";"когда-нибудь";"ADVPRO";"ADVPRO";"4.2e-05";"3.1074284396607644e-05";"5.676697815239814e-05";"42.0";"31.074284396607645";"56.766978152398146";"16357.803546000001";"12102.548559339071";"22109.12086945245"
"место";"мест";"S,gen,inan,n,pl";"S";"4.2e-05";"3.1074284396607644e-05";"5.676697815239814e-05";"42.0";"31.074284396607645";"56.766978152398146";"16357.803546000001";"12102.548559339071";"22109.12086945245"
"остаться";"останется";"V,3p,fut,indic,intr,med,pf,sg";"V";"4.2e-05";"3.1074284396607644e-05";"5.676697815239814e-05";"42.0";"31.074284396607645";"56.766978152398146";"16357.803546000001";"12102.548559339071";"22109.12086945245"
"помимо";"помимо";"PR";"PR";"4.2e-05";"3.1074284396607644e-05";"5.676697815239814e-05";"42.0";"31.074284396607645";"56.766978152398146";"16357.803546000001";"12102.548559339071";"22109.12086945245"
"правило";"правило";"S,inan,n,nom,sg";"S";"4.2e-05";"3.1074284396607644e-05";"5.676697815239814e-05";"42.0";"31.074284396607645";"56.766978152398146";"16357.803546000001";"12102.548559339071";"22109.12086945245"
"самый";"самого";"APRO,gen,n,sg";"APRO";"4.2e-05";"3.1074284396607644e-05";"5.676697815239814e-05";"42.0";"31.074284396607645";"56.766978152398146";"16357.803546000001";"12102.548559339071";"22109.12086945245"
"сказать";"скажем";"V,1p,act,fut,indic,intr,pf,pl,tran";"V";"4.2e-05";"3.1074284396607644e-05";"5.676697815239814e-05";"42.0";"31.074284396607645";"56.766978152398146";"16357.803546000001";"12102.548559339071";"22109.12086945245"
