0.199249 0.00298618 0.425999 0.124453 0.0154536 0.00595687 0.00612643 0.162443 0.00305147 0.00912226 0.0856101 0.0303694 0 0.0152911 0.036594 0.00932486 0.00611028 0.0274204 0.0336894 0.622669 0.374799 0.00784229 0.779248 0.352974 0.11307 0.0337726 0.25266 0.00313597 0.244387 0.159045 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.937719 1.09046 0.957182 0.226528 0.28571 0 0 0 Ronald Wanek ,Ben Ashkenazy ,William Young ,Robert Duggan ,Fatih Ozmen ,Mitchell Rales ,
0.186747 0.00408044 0.216525 0.169844 0.0210944 0.00813772 0.00836115 0.221711 0.00416417 0.0124526 0.116875 0.0414431 0 0.0208662 0.0499529 0.0127255 0.00833764 0.0374251 0.0460045 0.631067 0.374799 0.00763841 0.707099 0.116854 0.154283 0.0460944 0.344804 0.0042818 0.333683 0.196255 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.937719 1.09046 0.957182 0.226528 0.28571 0 0 0 David Murdock ,David Tran & family ,August Troendle ,Hayes Barnard ,Paul Saville ,John Goff ,
0.204717 0.00494358 0.176567 0.150346 0.0205202 0.00492298 0.0101337 0.26878 0.00504758 0.0150921 0.141704 0.0349312 0 0.015158 0.0504841 0.0102906 0.0101044 0.0251706 0.0558042 0.630906 0.374799 0.00775002 0.644872 0.141666 0.03552 0.0558825 0.357125 0.00519009 0.404616 0.237968 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.937719 1.09046 0.957182 0.226528 0.28571 0 0 0 Duke Reyes ,George Yancopoulos ,Ray Davis ,David Baszucki ,Joe Lacob ,Glen Taylor ,
0.237549 0.00674695 0.240681 0.0135996 0.0140086 0 0.00683546 0.366222 0 0.0137264 0.186113 0 0 0.020652 0.0208065 0.0140369 0 0.0204761 0.0760957 0.630915 0.374799 0.00542986 0.52272 0.193013 0.0484081 0.0761407 0.123817 0.0070837 0.551537 0.324356 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.937719 1.09046 0.957182 0.226528 0.28571 0 0 0 Charlotte Colket Weber ,John Mars ,S. Curtis Johnson ,Trudy Cathy White ,Alan Zekelman ,Frank Laukien ,
0.262575 0.00979623 0.349079 0.0197151 0.0203057 0 0.00991104 0.0809404 0 0.0198937 0.269859 0 0 0.0299328 0.0301659 0.0203483 0 0.0296896 0.110363 0.655068 0.374799 0.00534639 0.578763 0.0998819 0.0603761 0.0300727 0.069331 0.0102692 0.730069 0.420475 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.937719 1.09046 0.957182 0.226528 0.28571 0 0 0 H. Fisk Johnson ,Catherine Lozick ,Anita Zucker ,Archie Aldis Emmerson & family ,Helen Johnson-Leipold ,Winifred J. Marquart ,
0.287457 0 0.48465 0.0273856 0.028178 0 0.0137559 0.112319 0 0.027617 0 0 0 0.0415252 0.0418463 0.0282495 0 0.0412124 0.153262 0.664128 0.374799 0.00620034 0.553561 0 0.0140507 0.0417659 0.0962848 0.0142616 0.833637 0.487216 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.937719 1.09046 0.957182 0.226528 0.28571 0 0 0 Kelcy Warren ,Michael S. Smith ,Igor Makarov ,Victoria Mars ,Stephen Bisciotti ,Pamela Mars ,
0.254132 0 0.760866 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.239134 0.653704 0.374799 0.00571734 0.903723 0 0.0241707 0.0718288 0.165576 0.0244478 0.713976 0.118468 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.937719 1.09046 0.957182 0.226528 0.28571 0 0 0 Herb Chambers ,Dean Solon ,Thomas Duff ,Jon Yarbrough ,Jim Davis ,Rick Caruso ,
0.162838 0 0.16226 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.83774 0.708934 0.374799 0.00552145 0.662283 0 0.0845932 0.251998 0.57769 0.0857182 0 0.16226 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.937719 1.09046 0.957182 0.226528 0.28571 0 0 0 Gary Friedman ,Richard Schulze ,Bill Alfond ,Robert Fisher ,Ted Alfond ,John Fisher ,
0.0804541 0 0.28012 0 0 0 0 4.19211e-07 0 0 0 0 0 0 0 0 0 0 0.719879 0.663557 0.374799 0.00749891 0.999981 0 1.19214e-06 1.61052e-05 0.99998 3.11384e-06 0 0.280121 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.937719 1.09046 0.957182 0.226528 0.28571 0 0 0 Marvy Finger ,J. Wayne Weaver ,Alan Gerry ,Bernard Marcus ,Phil Knight & family ,Kim Kardashian ,
0.0398242 0 0.928808 0 0 0 0 3.17145e-05 0 0 0 0 0 0 0 0 0 0 0.0711603 0.92393 0.374799 0.000874969 0.998523 0 0.00194874 0.000554102 0.997209 0.00028747 4.46163e-07 0.929194 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.937719 1.09046 0.957182 0.226528 0.28571 0 0 0 Palmer Luckey ,Oprah Winfrey ,Eren Ozmen ,Peggy Cherng ,Elizabeth Uihlein ,Gail Miller ,
0.0369471 0 0.975764 0 0 0 0 0.00645606 0 0 0 0 0 0 0 0 0 0 0.01778 0.94424 0.374799 0.000253801 0.989621 0 0 0.0123024 0.987698 0 0 0.989289 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.937719 1.09046 0.957182 0.226528 0.28571 0 0 0 Elaine Wynn ,Diane Hendricks ,Lynda Resnick ,Doris Fisher ,Charles Bronfman ,Rihanna ,
0.035059 0 0.997636 0.000792693 0 0 0.000244281 1.96384e-05 0 0 0 2.51796e-05 0 0.000119457 0 0.000155032 0 0 0.00100717 0.950934 0.374778 0.000176009 0.998694 2.53804e-05 0 0 0.999942 0 3.30792e-05 0.999789 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.938362 1.09034 0.957176 0.226543 0.285704 0 0 0 Marian Ilitch ,Johnelle Hunt ,Alice Schwartz ,Jessica Steinbrenner ,Jahm Najafi ,Bennett Rosenthal ,
0.192183 0.0225777 0.12563 0.153624 0.0352748 0.0140549 0.0875961 0.0819945 0.0166458 0.0128964 0.0974732 0.0728577 0.0323696 0.0312508 0.0648915 0.017856 0.0209355 0.00697284 0.105099 0.613574 0.115524 0.00883555 0.609834 0.471047 0.0627382 0.0374635 0.113883 0.027017 0.287852 0.143973 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00053204 0 0 0 0 0 0 0.155738 0 0 Kentaro Ogawa ,Alexander Sixt ,Maximilian Viessmann ,Yoshiaki Yoshida ,Masahiro Noda ,Masahiro Miki ,
0.194948 0.0232712 0.130338 0.151286 0.0355626 0.0125387 0.0802393 0.0820393 0.0142711 0.0119646 0.0907381 0.0801259 0.0346803 0.0316465 0.0689266 0.0168249 0.0214216 0.00715787 0.106967 0.618796 0.126867 0.00845555 0.622444 0.470194 0.0557623 0.03613 0.115644 0.0263481 0.295922 0.141756 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000590002 0.206339 0.034306 0 0.211422 0.227624 0.206314 0.331645 0 0 Carl Ferdinand Oetker ,Benjamin Otto ,Alfred Oetker ,Dieter Schwarz ,Dieter Schnabel ,Wolfgang Herz ,
0.198035 0.0251832 0.152909 0.161435 0.0341425 0.0112769 0.073836 0.0948803 0.0103021 0.00774709 0.0954405 0.0590374 0.0305283 0.0329685 0.084416 0.0174526 0.0164192 0.00954576 0.0824798 0.628098 0.177895 0.00867681 0.62966 0.464305 0.0566792 0.0384491 0.119907 0.0295898 0.29107 0.132095 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.403252 0.392817 0 0.254124 0.318174 0.227708 0 0 0 David Paul ,Patrick Soon-Shiong ,Tim Sweeney ,Noubar Afeyan ,James Packer ,Haim Saban ,
0.196786 0.019468 0.184682 0.172243 0.0330425 0.00965258 0.0777283 0.101067 0.00961531 0.00606979 0.0899065 0.0496331 0.0292272 0.0388514 0.0741438 0.0159609 0.0157435 0.010929 0.062036 0.647221 0.238784 0.0103546 0.685031 0.49213 0.0670254 0.0281876 0.1276 0.0315834 0.253473 0.127511 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.629338 0.877403 0.291214 0.321664 0.329295 0.151674 0 0.0554157 0.0178908 Trevor Rees-Jones ,George Sakellaris ,George Lucas ,Charles Ergen ,Richard Kinder ,Steven Udvar-Hazy ,
0.211369 0.00511108 0.239679 0.208551 0.0380045 0.00667073 0.0291241 0.108294 0.0118713 0.00856059 0.0599147 0.0510472 0.0376914 0.0428662 0.0479863 0.0190566 0.0119224 0.0154111 0.0582373 0.628267 0.321725 0.0110688 0.784049 0.507073 0.0687328 0.0138213 0.145606 0.0358392 0.228928 0.143972 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.223341 0.827209 0.778201 0.911271 0.230643 0.241722 0 0 0 Jim Simons ,George Soros ,Charles Munger ,Isaac Perlmutter ,Sam Zell ,George Joseph ,
0.209133 0.00578029 0.269198 0.222565 0.0429639 0.00567292 0.0175444 0.1186 0.0096313 0.00968174 0.0582256 0.0500247 0.00782228 0.02706 0.0504129 0.0196066 0.00774319 0.0174358 0.0600315 0.607627 0.36078 0.0105042 0.755742 0.569536 0.0699851 0.0156358 0.149152 0.0405112 0.15518 0.160897 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0232253 0.90459 1.00796 0.947642 0.227753 0.274061 0 0 0 Jeff T. Green ,Barry Diller ,David Geffen ,George Marcus ,Fred Smith ,Brad Kelley ,
0.210028 0.00239932 0.340551 0.124612 0.054309 0.00718386 0.00987804 0.147606 0.00491556 0.00733461 0.0688343 0.0608216 0.0024929 0.0219661 0.0342927 0.0124087 0.00742023 0.0220617 0.0709116 0.606154 0.374799 0.00891195 0.691005 0.506568 0.0885353 0.0197792 0.18872 0 0.196397 0.203545 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.937719 1.09046 0.957182 0.226528 0.28571 0 0 0 Richard Peery ,Jeff Sutton ,Todd Wagner ,Mark Cuban ,Mortimer Zuckerman ,Tom Golisano ,
0.208469 0.00263905 0.374515 0.137028 0.0136777 0.00789643 0.0108638 0.162362 0.00270183 0.00807004 0.0757309 0.0428023 0.00274106 0.0241542 0.0377163 0.013648 0.0081593 0.0242641 0.0510291 0.626333 0.374799 0.00870252 0.671006 0.457216 0.0973608 0.0217562 0.207564 0 0.216103 0.207497 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.937719 1.09046 0.957182 0.226528 0.28571 0 0 0 James Cargill II. ,Joe Rogers Jr. ,Austen Cargill II. ,Rakesh Gangwal ,John MacMillan ,Steve Wynn ,
0.200242 0.00308845 0.437761 0.128791 0.0159882 0.00616489 0.00633766 0.168043 0.0031579 0.00943534 0.0885527 0.0314348 0 0.0158186 0.0378624 0.00964556 0.00632189 0.0283711 0.003225 0.620474 0.374799 0.00790771 0.784399 0.365363 0.11381 0.0254341 0.242652 0 0.252741 0.161379 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.937719 1.09046 0.957182 0.226528 0.28571 0 0 0 Darwin Deason ,Ernest Garcia II. ,Kenneth Tuchman ,Alan Miller & family ,Phillip Frost ,George Argyros & family ,
0.18751 0.00427536 0.222573 0.178064 0.0221103 0.00853215 0.00876238 0.232352 0.00436596 0.0130478 0.122469 0.043459 0 0.0218674 0.0523605 0.0133351 0.0087389 0.0392284 0.0044589 0.628432 0.374799 0.00771871 0.710705 0.122474 0.157323 0.0351597 0.335453 0 0.34959 0.201293 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.937719 1.09046 0.957182 0.226528 0.28571 0 0 0 Rajiv Jain ,Adam Neumann ,Joseph Bae ,Michael Arougheti ,David Kaplan ,Robert Kraft ,
0.206723 0.00523363 0.181588 0.159267 0.0217314 0.00521464 0.0107309 0.284628 0.00534782 0.0159782 0.150039 0.0370151 0 0.0160449 0.0534687 0.0108935 0.0107013 0.0266529 0.0054659 0.627661 0.374799 0.00785525 0.645584 0.150034 0.0321827 0.0430606 0.346391 0 0.428332 0.246622 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.937719 1.09046 0.957182 0.226528 0.28571 0 0 0 John A. Sobrato & family ,David Walentas ,Stephen Ross ,Dan Wilks ,Paul Foster ,James Duff ,
0.243057 0.00730098 0.252979 0.0147169 0.0151611 0 0.00739421 0.396377 0 0.0148486 0.201407 0 0 0.0223403 0.0225129 0.015188 0 0.0221589 0.00761524 0.626402 0.374799 0.00538411 0.513607 0.208926 0.0448255 0.0599504 0.0895618 0 0.596736 0.343566 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.937719 1.09046 0.957182 0.226528 0.28571 0 0 0 Valerie Mars ,Jacqueline Mars ,Lorenzo Fertitta ,Stewart Rahr ,Kenneth Feld & family ,Jeffrey Lurie & family ,
0.273983 0.0110115 0.381058 0.0221566 0.0228262 0 0.0111326 0.0909561 0 0.0223461 0.303294 0 0 0.0336218 0.0338987 0.0228663 0 0.0333691 0.0114636 0.651286 0.374799 0.00526576 0.571967 0.11228 0.0564706 0 0.0109201 0 0.82033 0.461346 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.937719 1.09046 0.957182 0.226528 0.28571 0 0 0 Jeffery Hildebrand ,John Malone ,Jim Kennedy ,Timothy Headington ,E. Joe Shoen ,Mark Shoen ,
0.30861 0 0.555806 0.0323395 0.033285 0 0.01623 0.132608 0 0.0325876 0 0 0 0.0489902 0.0494025 0.0333558 0 0.0486679 0.016728 0.660246 0.374799 0.00623587 0.539065 0 0 0 0.0159147 0 0.984085 0.558913 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.937719 1.09046 0.957182 0.226528 0.28571 0 0 0 Milane Frantz ,Gayle Benson ,Denise York & family ,Katharine Rayner ,Dannine Avara ,Ronda Stryker ,
0.284051 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.642257 0.374799 0.00561843 1 0 0 0 0.031358 0 0.968642 0.128449 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.937719 1.09046 0.957182 0.226528 0.28571 0 0 0 Neil Bluhm ,George Bishop ,Autry Stephens ,Roger Penske ,Jerry Reinsdorf ,Hansjoerg Wyss ,
0.062741 0 0.986035 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0139647 0.956387 0.374799 0.000583378 1 0 0 0 0.949001 0 0.0509993 0.972274 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.937719 1.09046 0.957182 0.226528 0.28571 0 0 0 Pat Stryker ,Maggie Hardy ,Laurie Tisch ,Jean (Gigi) Pritzker ,Timothy Dunn & family ,Seifeddin Rustamov ,
0.0559695 0 0.974216 0 0 0 0 0 0 0 4.65178e-07 0 0 0 0 0 0 0 0.0257839 0.953885 0.374799 0.000404152 0.99999 0 0 0 0.983262 0 0.0167377 0.992265 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.937719 1.09046 0.957182 0.226528 0.28571 0 0 0 Joel Greenberg ,Joe Kiani ,Kamal Ghaffarian ,Gregg Hymowitz ,Amy Adams Strunk ,Jennifer Steinbrenner Swindal ,
0.055421 0 0.972603 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0273974 0.951995 0.374799 0.000360372 1 0 0 0 0.989416 0 0.010584 0.992584 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.937719 1.09046 0.957182 0.226528 0.28571 0 0 0 Alexandra Daitch ,John Ruiz ,Roy Carroll II. ,Amy Goldman Fowler ,Lucy Stitzer ,Sarah MacMillan ,
0.0529677 0 0.967268 1.45203e-05 0 0 3.5529e-05 0.00195614 0 0 0 0 0 0 0 3.94468e-07 0 0 0.0307258 0.951521 0.374799 0.000319988 0.999521 0 0 0.00183688 0.998163 0 0 0.999112 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.937719 1.09046 0.957182 0.226528 0.28571 0 0 0 Jane Goldman ,Martha MacMillan ,Penny Pritzker ,Katharina Otto-Bernstein ,Stephen Deckoff ,Jennifer Pritzker ,
0.0531663 0 0.996396 0.00120624 0 0 0.000354556 2.49735e-05 0 0 0 2.87145e-05 0 0.000160746 0 0.00022266 0 0 0.00160617 0.961717 0.374775 0.00016114 0.99806 2.88937e-05 0 0 0.999932 0 3.88623e-05 0.999727 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.938478 1.09032 0.957177 0.226546 0.285703 0 0 0 Marianne Liebmann ,Gwendolyn Sontheim Meyer ,Wayne Rothbaum ,Elizabeth Johnson ,Robert Faith ,Karen Pritzker ,
